Data,2025-05-01,
Competição,CDB,
Time,Botafogo-PB,
Local,F,
,,
Jogador,Nota por,Nota
Varela,B10,7.5
Danilo,B10,7
João Victor,B10,7
Ayrton Lucas,B10,7
Evertton Araujo,B10,6
Michael,B10,4
G. Plata,B10,7
Bruno Henrique,B10,4.5
Allan,B10,7
Luiz Araujo,B10,5.5
Varela,Simões,7.5
Danilo,Simões,7
João Victor,Simões,7
Ayrton Lucas,Simões,7
Evertton Araujo,Simões,6
Michael,Simões,4.5
G. Plata,Simões,7
Bruno Henrique,Simões,5
Allan,Simões,7
Luiz Araujo,Simões,5.5
