Data,2024-07-03,
Competição,BR,
Time,Atlético-MG,
Local,F,
,,
Jogador,Nota por,Nota
Rossi,B10,6.5
Wesley,B10,8.5
Fabrício Bruno,B10,8
David Luiz,B10,9
Ayrton Lucas,B10,7
Allan,B10,6
Léo Ortiz,B10,8
Gerson,B10,8.7
Luiz Araujo,B10,8.5
Bruno Henrique,B10,9
Carlinhos,B10,7
Rossi,Simões,7
Wesley,Simões,8.5
Fabrício Bruno,Simões,8.5
David Luiz,Simões,9
Ayrton Lucas,Simões,7
Allan,Simões,5.5
Léo Ortiz,Simões,8
Gerson,Simões,9.1
Luiz Araujo,Simões,8.5
Bruno Henrique,Simões,9
Carlinhos,Simões,7
