Data,2025-08-20,
Competição,LIB,
Time,Internacional,
Local,F,
,,
Jogador,Nota por,Nota
Rossi,B10,7
Varela,B10,8.5
Léo Ortiz,B10,8
Léo Pereira,B10,8.5
Alex Sandro,B10,8
Jorginho,B10,8
Saúl,B10,9
Arrascaeta,B10,8
G. Plata,B10,9.5
Bruno Henrique,B10,7.5
S. Lino,B10,7.5
Rossi,Simões,7
Varela,Simões,8.5
Léo Ortiz,Simões,8
Léo Pereira,Simões,9
Alex Sandro,Simões,8
Jorginho,Simões,8
Saúl,Simões,9
Arrascaeta,Simões,8.5
G. Plata,Simões,9.5
Bruno Henrique,Simões,7.5
S. Lino,Simões,7.5
