Data,2025-07-16,
Competição,BR,
Time,Santos,
Local,F,
,,
Jogador,Nota por,Nota
Rossi,B10,5
Varela,B10,5.5
Wesley,B10,4.5
Léo Ortiz,B10,3.5
Léo Pereira,B10,5
Danilo,B10,6
Jorginho,B10,6
Allan,B10,7
Arrascaeta,B10,5
G. Plata,B10,5.5
Bruno Henrique,B10,6
Luiz Araujo,B10,6
Rossi,Simões,5
Varela,Simões,6
Wesley,Simões,4.5
Léo Ortiz,Simões,3.5
Léo Pereira,Simões,5
Danilo,Simões,6.5
Jorginho,Simões,6
Allan,Simões,6.5
Arrascaeta,Simões,5
G. Plata,Simões,5.5
Bruno Henrique,Simões,6
Luiz Araujo,Simões,6
