Data,2025-11-25,
Competição,BR,
Time,Atlético-MG,
Local,F,
,,
Jogador,Nota por,Nota
Rossi,Simões,6
Emerson Royal,Simões,2
Léo Pereira,Simões,7.5
Danilo,Simões,8
Ayrton Lucas,Simões,4
Pulgar,Simões,6.5
Evertton Araujo,Simões,6.5
Bruno Henrique,Simões,7.5
Wallace Yan,Simões,5
Luiz Araujo,Simões,6
S. Lino,Simões,7
Carrascal,Simões,5.5
