Data,2024-09-29,
Competição,BR,
Time,Athletico,
Local,C,
,,
Jogador,Nota por,Nota
Rossi,B10,7
Rossi,Simões,7
Wesley,B10,6.5
Wesley,Simões,5
David Luiz,B10,3
David Luiz,Simões,2
Léo Ortiz,B10,6
Léo Ortiz,Simões,6
Ayrton Lucas,B10,2.5
Ayrton Lucas,Simões,2.5
Pulgar,B10,6.5
Pulgar,Simões,6.5
Carlos Alcaraz,B10,4
Carlos Alcaraz,Simões,4
Gerson,B10,7
Gerson,Simões,8
G. Plata,B10,4
G. Plata,Simões,4.5
Matheus Gonçalves,B10,7
Matheus Gonçalves,Simões,7.5
Gabigol,B10,2.5
Gabigol,Simões,2.5
